Date,Front,Next
2018-07-03,2713.2,2736.6
2018-07-05,2736.6,2759.8
2018-07-06,2759.8,2784.2
2018-07-09,2784.2,2793.8
2018-07-10,2793.8,2774.0
2018-07-11,2774.0,2798.3
2018-07-12,2798.3,2801.3
2018-07-13,2801.3,2798.4
2018-07-16,2798.4,2809.6
2018-07-17,2809.6,2815.6
2018-07-18,2815.6,2804.5
2018-07-19,2804.5,2801.8
2018-07-20,2801.8,2807.0
2018-07-23,2807.0,2820.4
2018-07-24,2820.4,2846.1
2018-07-25,2846.1,2837.4
2018-07-26,2837.4,2818.8
2018-07-27,2818.8,2802.6
2018-07-30,2802.6,2816.3
2018-07-31,2816.3,2813.4
2018-08-01,2813.4,2827.2
2018-08-02,2827.2,2840.3
2018-08-03,2840.3,2850.4
2018-08-06,2850.4,2858.4
2018-08-07,2858.4,2857.7
2018-08-08,2857.7,2853.6
2018-08-09,2853.6,2833.3
2018-08-10,2833.3,2821.9
2018-08-13,2821.9,2840.0
2018-08-14,2840.0,2818.4
2018-08-15,2818.4,2840.7
2018-08-16,2840.7,2850.1
